player,round,hole,strokes,par,yds,score,tourney
"Myers, Chris",1,14,4,5,250,-1,us open
"Myers, Chris",1,15,4,4,230,0,us open
"Myers, Chris",1,16,4,4,144,0,us open
"Myers, Chris",1,17,5,4,235,1,us open
"Myers, Chris",1,18,2,3,95,-1,us open
"Fabien, Helbois",1,1,5,4,235,1,us open
"Fabien, Helbois",1,2,4,4,215,0,us open
"Fabien, Helbois",1,3,4,4,289,0,us open
"Fabien, Helbois",1,4,6,5,301,1,us open
"Fabien, Helbois",1,5,3,3,100,0,us open
"Fabien, Helbois",1,6,4,5,246,-1,us open
"Fabien, Helbois",1,7,4,4,200,0,us open
"Fabien, Helbois",1,8,4,3,135,1,us open
"Fabien, Helbois",1,9,5,4,267,1,us open
"Fabien, Helbois",1,10,4,4,225,0,us open
"Fabien, Helbois",1,11,5,5,259,0,us open
"Fabien, Helbois",1,12,4,3,96,1,us open
"Fabien, Helbois",1,13,3,4,162,-1,us open
"Fabien, Helbois",1,14,4,5,250,-1,us open
"Fabien, Helbois",1,15,4,4,230,0,us open
"Fabien, Helbois",1,16,5,4,144,1,us open
"Fabien, Helbois",1,17,3,4,235,-1,us open
"Fabien, Helbois",1,18,3,3,95,0,us open
"Jonathan, Chautard",1,1,5,4,235,1,us open
"Jonathan, Chautard",1,2,5,4,215,1,us open
"Jonathan, Chautard",1,3,2,4,289,-2,us open
"Jonathan, Chautard",1,4,6,5,301,1,us open
"Jonathan, Chautard",1,5,3,3,100,0,us open
"Jonathan, Chautard",1,6,5,5,246,0,us open
"Jonathan, Chautard",1,7,4,4,200,0,us open
"Jonathan, Chautard",1,8,5,3,135,2,us open
"Jonathan, Chautard",1,9,4,4,267,0,us open
"Jonathan, Chautard",1,10,4,4,225,0,us open
"Jonathan, Chautard",1,11,5,5,259,0,us open
"Jonathan, Chautard",1,12,5,3,96,2,us open
"Jonathan, Chautard",1,13,3,4,162,-1,us open
"Jonathan, Chautard",1,14,5,5,250,0,us open
"Jonathan, Chautard",1,15,3,4,230,-1,us open
"Jonathan, Chautard",1,16,4,4,144,0,us open
"Jonathan, Chautard",1,17,4,4,235,0,us open
"Jonathan, Chautard",1,18,3,3,95,0,us open
"Dassis, Luciano",1,1,6,4,235,2,us open
"Dassis, Luciano",1,2,5,4,215,1,us open
"Dassis, Luciano",1,3,3,4,289,-1,us open
"Dassis, Luciano",1,4,5,5,301,0,us open
"Dassis, Luciano",1,5,3,3,100,0,us open
"Dassis, Luciano",1,6,5,5,246,0,us open
"Dassis, Luciano",1,7,5,4,200,1,us open
"Dassis, Luciano",1,8,3,3,135,0,us open
"Dassis, Luciano",1,9,6,4,267,2,us open
"Dassis, Luciano",1,10,4,4,225,0,us open
"Dassis, Luciano",1,11,5,5,259,0,us open
"Dassis, Luciano",1,12,3,3,96,0,us open
"Dassis, Luciano",1,13,4,4,162,0,us open
"Dassis, Luciano",1,14,4,5,250,-1,us open
"Dassis, Luciano",1,15,5,4,230,1,us open
"Dassis, Luciano",1,16,4,4,144,0,us open
"Dassis, Luciano",1,17,4,4,235,0,us open
"Dassis, Luciano",1,18,3,3,95,0,us open
"Copello, Mariano",1,1,4,4,235,0,us open
"Copello, Mariano",1,2,4,4,215,0,us open
"Copello, Mariano",1,3,4,4,289,0,us open
"Copello, Mariano",1,4,6,5,301,1,us open
"Copello, Mariano",1,5,3,3,100,0,us open
"Copello, Mariano",1,6,6,5,246,1,us open
"Copello, Mariano",1,7,5,4,200,1,us open
"Copello, Mariano",1,8,3,3,135,0,us open
"Copello, Mariano",1,9,4,4,267,0,us open
"Copello, Mariano",1,10,6,4,225,2,us open
"Copello, Mariano",1,11,5,5,259,0,us open
"Copello, Mariano",1,12,3,3,96,0,us open
"Copello, Mariano",1,13,3,4,162,-1,us open
"Copello, Mariano",1,14,4,5,250,-1,us open
"Copello, Mariano",1,15,3,4,230,-1,us open
"Copello, Mariano",1,16,4,4,144,0,us open
"Copello, Mariano",1,17,3,4,235,-1,us open
"Copello, Mariano",1,18,3,3,95,0,us open
"Nuno, Alejandro",1,1,5,4,235,1,us open
"Nuno, Alejandro",1,2,4,4,215,0,us open
"Nuno, Alejandro",1,3,2,4,289,-2,us open
"Nuno, Alejandro",1,4,6,5,301,1,us open
"Nuno, Alejandro",1,5,3,3,100,0,us open
"Nuno, Alejandro",1,6,4,5,246,-1,us open
"Nuno, Alejandro",1,7,5,4,200,1,us open
"Nuno, Alejandro",1,8,4,3,135,1,us open
"Nuno, Alejandro",1,9,6,4,267,2,us open
"Nuno, Alejandro",1,10,4,4,225,0,us open
"Nuno, Alejandro",1,11,4,5,259,-1,us open
"Nuno, Alejandro",1,12,3,3,96,0,us open
"Nuno, Alejandro",1,13,4,4,162,0,us open
"Nuno, Alejandro",1,14,4,5,250,-1,us open
"Nuno, Alejandro",1,15,5,4,230,1,us open
"Nuno, Alejandro",1,16,5,4,144,1,us open
"Nuno, Alejandro",1,17,5,4,235,1,us open
"Nuno, Alejandro",1,18,2,3,95,-1,us open
"van den Broek, Wesley",1,1,5,4,235,1,us open
"van den Broek, Wesley",1,2,5,4,215,1,us open
"van den Broek, Wesley",1,3,4,4,289,0,us open
"van den Broek, Wesley",1,4,4,5,301,-1,us open
"van den Broek, Wesley",1,5,5,3,100,2,us open
"van den Broek, Wesley",1,6,3,5,246,-2,us open
"van den Broek, Wesley",1,7,6,4,200,2,us open
"van den Broek, Wesley",1,8,5,3,135,2,us open
"van den Broek, Wesley",1,9,4,4,267,0,us open
"van den Broek, Wesley",1,10,4,4,225,0,us open
"van den Broek, Wesley",1,11,4,5,259,-1,us open
"van den Broek, Wesley",1,12,5,3,96,2,us open
"van den Broek, Wesley",1,13,3,4,162,-1,us open
"van den Broek, Wesley",1,14,3,5,250,-2,us open
"van den Broek, Wesley",1,15,5,4,230,1,us open
"van den Broek, Wesley",1,16,5,4,144,1,us open
"van den Broek, Wesley",1,17,4,4,235,0,us open
"van den Broek, Wesley",1,18,6,3,95,3,us open
"u'despine, Julien",1,1,5,4,235,1,us open
"u'despine, Julien",1,2,4,4,215,0,us open
"u'despine, Julien",1,3,2,4,289,-2,us open
"u'despine, Julien",1,4,6,5,301,1,us open
"u'despine, Julien",1,5,3,3,100,0,us open
"u'despine, Julien",1,6,5,5,246,0,us open
"u'despine, Julien",1,7,5,4,200,1,us open
"u'despine, Julien",1,8,3,3,135,0,us open
"u'despine, Julien",1,9,5,4,267,1,us open
"u'despine, Julien",1,10,4,4,225,0,us open
"u'despine, Julien",1,11,4,5,259,-1,us open
"u'despine, Julien",1,12,3,3,96,0,us open
"u'despine, Julien",1,13,4,4,162,0,us open
"u'despine, Julien",1,14,4,5,250,-1,us open
"u'despine, Julien",1,15,5,4,230,1,us open
"u'despine, Julien",1,16,5,4,144,1,us open
"u'despine, Julien",1,17,3,4,235,-1,us open
"u'despine, Julien",1,18,3,3,95,0,us open
"Bilancieri, Andres",1,1,10,4,235,6,us open
"Bilancieri, Andres",1,2,4,4,215,0,us open
"Bilancieri, Andres",1,3,2,4,289,-2,us open
"Bilancieri, Andres",1,4,6,5,301,1,us open
"Bilancieri, Andres",1,5,3,3,100,0,us open
"Bilancieri, Andres",1,6,6,5,246,1,us open
"Bilancieri, Andres",1,7,4,4,200,0,us open
"Bilancieri, Andres",1,8,4,3,135,1,us open
"Bilancieri, Andres",1,9,4,4,267,0,us open
"Bilancieri, Andres",1,10,4,4,225,0,us open
"Bilancieri, Andres",1,11,6,5,259,1,us open
"Bilancieri, Andres",1,12,3,3,96,0,us open
"Bilancieri, Andres",1,13,4,4,162,0,us open
"Bilancieri, Andres",1,14,5,5,250,0,us open
"Bilancieri, Andres",1,15,4,4,230,0,us open
"Bilancieri, Andres",1,16,3,4,144,-1,us open
"Bilancieri, Andres",1,17,4,4,235,0,us open
"Bilancieri, Andres",1,18,3,3,95,0,us open
"Bhasin, Gurmukh",1,1,5,4,235,1,us open
"Bhasin, Gurmukh",1,2,4,4,215,0,us open
"Bhasin, Gurmukh",1,3,2,4,289,-2,us open
"Bhasin, Gurmukh",1,4,7,5,301,2,us open
"Bhasin, Gurmukh",1,5,2,3,100,-1,us open
"Bhasin, Gurmukh",1,6,6,5,246,1,us open
"Bhasin, Gurmukh",1,7,7,4,200,3,us open
"Bhasin, Gurmukh",1,8,4,3,135,1,us open
"Bhasin, Gurmukh",1,9,4,4,267,0,us open
"Bhasin, Gurmukh",1,10,6,4,225,2,us open
"Bhasin, Gurmukh",1,11,4,5,259,-1,us open
"Bhasin, Gurmukh",1,12,3,3,96,0,us open
"Bhasin, Gurmukh",1,13,4,4,162,0,us open
"Bhasin, Gurmukh",1,14,5,5,250,0,us open
"Bhasin, Gurmukh",1,15,4,4,230,0,us open
"Bhasin, Gurmukh",1,16,4,4,144,0,us open
"Bhasin, Gurmukh",1,17,4,4,235,0,us open
"Bhasin, Gurmukh",1,18,3,3,95,0,us open
"Jimmy, Hue",1,1,7,4,235,3,us open
"Jimmy, Hue",1,2,5,4,215,1,us open
"Jimmy, Hue",1,3,3,4,289,-1,us open
"Jimmy, Hue",1,4,6,5,301,1,us open
"Jimmy, Hue",1,5,3,3,100,0,us open
"Jimmy, Hue",1,6,4,5,246,-1,us open
"Jimmy, Hue",1,7,5,4,200,1,us open
"Jimmy, Hue",1,8,3,3,135,0,us open
"Jimmy, Hue",1,9,5,4,267,1,us open
"Jimmy, Hue",1,10,5,4,225,1,us open
"Jimmy, Hue",1,11,3,5,259,-2,us open
"Jimmy, Hue",1,12,3,3,96,0,us open
"Jimmy, Hue",1,13,6,4,162,2,us open
"Jimmy, Hue",1,14,6,5,250,1,us open
"Jimmy, Hue",1,15,4,4,230,0,us open
"Jimmy, Hue",1,16,5,4,144,1,us open
"Jimmy, Hue",1,17,5,4,235,1,us open
"Jimmy, Hue",1,18,4,3,95,1,us open
"Gaytan, Pablo",1,1,4,4,235,0,us open
"Gaytan, Pablo",1,2,4,4,215,0,us open
"Gaytan, Pablo",1,3,2,4,289,-2,us open
"Gaytan, Pablo",1,4,8,5,301,3,us open
"Gaytan, Pablo",1,5,4,3,100,1,us open
"Gaytan, Pablo",1,6,4,5,246,-1,us open
"Gaytan, Pablo",1,7,5,4,200,1,us open
"Gaytan, Pablo",1,8,4,3,135,1,us open
"Gaytan, Pablo",1,9,5,4,267,1,us open
"Gaytan, Pablo",1,10,4,4,225,0,us open
"Gaytan, Pablo",1,11,5,5,259,0,us open
"Gaytan, Pablo",1,12,3,3,96,0,us open
"Gaytan, Pablo",1,13,3,4,162,-1,us open
"Gaytan, Pablo",1,14,5,5,250,0,us open
"Gaytan, Pablo",1,15,4,4,230,0,us open
"Gaytan, Pablo",1,16,4,4,144,0,us open
"Gaytan, Pablo",1,17,5,4,235,1,us open
"Gaytan, Pablo",1,18,3,3,95,0,us open
"DeTranquilli, Nikko",1,1,4,4,235,0,us open
"DeTranquilli, Nikko",1,2,5,4,215,1,us open
"DeTranquilli, Nikko",1,3,3,4,289,-1,us open
"DeTranquilli, Nikko",1,4,5,5,301,0,us open
"DeTranquilli, Nikko",1,5,4,3,100,1,us open
"DeTranquilli, Nikko",1,6,5,5,246,0,us open
"DeTranquilli, Nikko",1,7,6,4,200,2,us open
"DeTranquilli, Nikko",1,8,4,3,135,1,us open
"DeTranquilli, Nikko",1,9,7,4,267,3,us open
"DeTranquilli, Nikko",1,10,4,4,225,0,us open
"DeTranquilli, Nikko",1,11,5,5,259,0,us open
"DeTranquilli, Nikko",1,12,3,3,96,0,us open
"DeTranquilli, Nikko",1,13,3,4,162,-1,us open
"DeTranquilli, Nikko",1,14,4,5,250,-1,us open
"DeTranquilli, Nikko",1,15,5,4,230,1,us open
"DeTranquilli, Nikko",1,16,3,4,144,-1,us open
"DeTranquilli, Nikko",1,17,4,4,235,0,us open
"DeTranquilli, Nikko",1,18,2,3,95,-1,us open
"Reidt, Chris",1,1,6,4,235,2,us open
"Reidt, Chris",1,2,4,4,215,0,us open
"Reidt, Chris",1,3,3,4,289,-1,us open
"Reidt, Chris",1,4,7,5,301,2,us open
"Reidt, Chris",1,5,3,3,100,0,us open
"Reidt, Chris",1,6,5,5,246,0,us open
"Reidt, Chris",1,7,4,4,200,0,us open
"Reidt, Chris",1,8,4,3,135,1,us open
"Reidt, Chris",1,9,5,4,267,1,us open
"Reidt, Chris",1,10,4,4,225,0,us open
"Reidt, Chris",1,11,5,5,259,0,us open
"Reidt, Chris",1,12,3,3,96,0,us open
"Reidt, Chris",1,13,3,4,162,-1,us open
"Reidt, Chris",1,14,5,5,250,0,us open
"Reidt, Chris",1,15,6,4,230,2,us open
"Reidt, Chris",1,16,5,4,144,1,us open
"Reidt, Chris",1,17,4,4,235,0,us open
"Reidt, Chris",1,18,2,3,95,-1,us open
"Perez, Juan Ramon",1,1,5,4,235,1,us open
"Perez, Juan Ramon",1,2,4,4,215,0,us open
"Perez, Juan Ramon",1,3,6,4,289,2,us open
"Perez, Juan Ramon",1,4,6,5,301,1,us open
"Perez, Juan Ramon",1,5,3,3,100,0,us open
"Perez, Juan Ramon",1,6,5,5,246,0,us open
"Perez, Juan Ramon",1,7,4,4,200,0,us open
"Perez, Juan Ramon",1,8,3,3,135,0,us open
"Perez, Juan Ramon",1,9,7,4,267,3,us open
"Perez, Juan Ramon",1,10,5,4,225,1,us open
"Perez, Juan Ramon",1,11,5,5,259,0,us open
"Perez, Juan Ramon",1,12,4,3,96,1,us open
"Perez, Juan Ramon",1,13,4,4,162,0,us open
"Perez, Juan Ramon",1,14,5,5,250,0,us open
"Perez, Juan Ramon",1,15,4,4,230,0,us open
"Perez, Juan Ramon",1,16,4,4,144,0,us open
"Perez, Juan Ramon",1,17,4,4,235,0,us open
"Perez, Juan Ramon",1,18,3,3,95,0,us open
"Tamayo, Jose",1,1,4,4,235,0,us open
"Tamayo, Jose",1,2,4,4,215,0,us open
"Tamayo, Jose",1,3,2,4,289,-2,us open
"Tamayo, Jose",1,4,7,5,301,2,us open
"Tamayo, Jose",1,5,3,3,100,0,us open
"Tamayo, Jose",1,6,5,5,246,0,us open
"Tamayo, Jose",1,7,5,4,200,1,us open
"Tamayo, Jose",1,8,3,3,135,0,us open
"Tamayo, Jose",1,9,5,4,267,1,us open
"Tamayo, Jose",1,10,4,4,225,0,us open
"Tamayo, Jose",1,11,5,5,259,0,us open
"Tamayo, Jose",1,12,3,3,96,0,us open
"Tamayo, Jose",1,13,4,4,162,0,us open
"Tamayo, Jose",1,14,5,5,250,0,us open
"Tamayo, Jose",1,15,5,4,230,1,us open
"Tamayo, Jose",1,16,3,4,144,-1,us open
"Tamayo, Jose",1,17,4,4,235,0,us open
"Tamayo, Jose",1,18,3,3,95,0,us open
"Madero Chavez, Rene Alonso",1,1,5,4,235,1,us open
"Madero Chavez, Rene Alonso",1,2,4,4,215,0,us open
"Madero Chavez, Rene Alonso",1,3,4,4,289,0,us open
"Madero Chavez, Rene Alonso",1,4,6,5,301,1,us open
"Madero Chavez, Rene Alonso",1,5,2,3,100,-1,us open
"Madero Chavez, Rene Alonso",1,6,5,5,246,0,us open
"Madero Chavez, Rene Alonso",1,7,4,4,200,0,us open
"Madero Chavez, Rene Alonso",1,8,4,3,135,1,us open
"Madero Chavez, Rene Alonso",1,9,4,4,267,0,us open
"Madero Chavez, Rene Alonso",1,10,5,4,225,1,us open
"Madero Chavez, Rene Alonso",1,11,5,5,259,0,us open
"Madero Chavez, Rene Alonso",1,12,3,3,96,0,us open
"Madero Chavez, Rene Alonso",1,13,4,4,162,0,us open
"Madero Chavez, Rene Alonso",1,14,4,5,250,-1,us open
"Madero Chavez, Rene Alonso",1,15,5,4,230,1,us open
"Madero Chavez, Rene Alonso",1,16,3,4,144,-1,us open
"Madero Chavez, Rene Alonso",1,17,3,4,235,-1,us open
"Madero Chavez, Rene Alonso",1,18,3,3,95,0,us open
"Pelliccioni, Sebastian",1,1,5,4,235,1,us open
"Pelliccioni, Sebastian",1,2,4,4,215,0,us open
"Pelliccioni, Sebastian",1,3,3,4,289,-1,us open
"Pelliccioni, Sebastian",1,4,4,5,301,-1,us open
"Pelliccioni, Sebastian",1,5,2,3,100,-1,us open
"Pelliccioni, Sebastian",1,6,5,5,246,0,us open
"Pelliccioni, Sebastian",1,7,5,4,200,1,us open
"Pelliccioni, Sebastian",1,8,4,3,135,1,us open
"Pelliccioni, Sebastian",1,9,6,4,267,2,us open
"Pelliccioni, Sebastian",1,10,5,4,225,1,us open
"Pelliccioni, Sebastian",1,11,5,5,259,0,us open
"Pelliccioni, Sebastian",1,12,3,3,96,0,us open
"Pelliccioni, Sebastian",1,13,4,4,162,0,us open
"Pelliccioni, Sebastian",1,14,4,5,250,-1,us open
"Pelliccioni, Sebastian",1,15,6,4,230,2,us open
"Pelliccioni, Sebastian",1,16,5,4,144,1,us open
"Pelliccioni, Sebastian",1,17,4,4,235,0,us open
"Pelliccioni, Sebastian",1,18,3,3,95,0,us open
"Wojtyla, Bart",1,1,4,4,235,0,us open
"Wojtyla, Bart",1,2,4,4,215,0,us open
"Wojtyla, Bart",1,3,2,4,289,-2,us open
"Wojtyla, Bart",1,4,6,5,301,1,us open
"Wojtyla, Bart",1,5,4,3,100,1,us open
"Wojtyla, Bart",1,6,6,5,246,1,us open
"Wojtyla, Bart",1,7,5,4,200,1,us open
"Wojtyla, Bart",1,8,4,3,135,1,us open
"Wojtyla, Bart",1,9,5,4,267,1,us open
"Wojtyla, Bart",1,10,5,4,225,1,us open
"Wojtyla, Bart",1,11,4,5,259,-1,us open
"Wojtyla, Bart",1,12,3,3,96,0,us open
"Wojtyla, Bart",1,13,4,4,162,0,us open
"Wojtyla, Bart",1,14,5,5,250,0,us open
"Wojtyla, Bart",1,15,5,4,230,1,us open
"Wojtyla, Bart",1,16,3,4,144,-1,us open
"Wojtyla, Bart",1,17,5,4,235,1,us open
"Wojtyla, Bart",1,18,3,3,95,0,us open
"Barragan, Luis",1,1,8,4,235,4,us open
"Barragan, Luis",1,2,4,4,215,0,us open
"Barragan, Luis",1,3,3,4,289,-1,us open
"Barragan, Luis",1,4,8,5,301,3,us open
"Barragan, Luis",1,5,3,3,100,0,us open
"Barragan, Luis",1,6,6,5,246,1,us open
"Barragan, Luis",1,7,4,4,200,0,us open
"Barragan, Luis",1,8,3,3,135,0,us open
"Barragan, Luis",1,9,6,4,267,2,us open
"Barragan, Luis",1,10,6,4,225,2,us open
"Barragan, Luis",1,11,5,5,259,0,us open
"Barragan, Luis",1,12,3,3,96,0,us open
"Barragan, Luis",1,13,3,4,162,-1,us open
"Barragan, Luis",1,14,5,5,250,0,us open
"Barragan, Luis",1,15,4,4,230,0,us open
"Barragan, Luis",1,16,4,4,144,0,us open
"Barragan, Luis",1,17,4,4,235,0,us open
"Barragan, Luis",1,18,4,3,95,1,us open
"Villalobos, Enrique",1,1,6,4,235,2,us open
"Villalobos, Enrique",1,2,4,4,215,0,us open
"Villalobos, Enrique",1,3,2,4,289,-2,us open
"Villalobos, Enrique",1,4,5,5,301,0,us open
"Villalobos, Enrique",1,5,3,3,100,0,us open
"Villalobos, Enrique",1,6,6,5,246,1,us open
"Villalobos, Enrique",1,7,6,4,200,2,us open
"Villalobos, Enrique",1,8,4,3,135,1,us open
"Villalobos, Enrique",1,9,8,4,267,4,us open
"Villalobos, Enrique",1,10,4,4,225,0,us open
"Villalobos, Enrique",1,11,5,5,259,0,us open
"Villalobos, Enrique",1,12,4,3,96,1,us open
"Villalobos, Enrique",1,13,6,4,162,2,us open
"Villalobos, Enrique",1,14,5,5,250,0,us open
"Villalobos, Enrique",1,15,4,4,230,0,us open
"Villalobos, Enrique",1,16,5,4,144,1,us open
"Villalobos, Enrique",1,17,4,4,235,0,us open
"Villalobos, Enrique",1,18,3,3,95,0,us open
"Matteoli, Richard Zak",1,1,5,4,235,1,us open
"Matteoli, Richard Zak",1,2,7,4,215,3,us open
"Matteoli, Richard Zak",1,3,2,4,289,-2,us open
"Matteoli, Richard Zak",1,4,5,5,301,0,us open
"Matteoli, Richard Zak",1,5,2,3,100,-1,us open
"Matteoli, Richard Zak",1,6,6,5,246,1,us open
"Matteoli, Richard Zak",1,7,6,4,200,2,us open
"Matteoli, Richard Zak",1,8,4,3,135,1,us open
"Matteoli, Richard Zak",1,9,5,4,267,1,us open
"Matteoli, Richard Zak",1,10,5,4,225,1,us open
"Matteoli, Richard Zak",1,11,5,5,259,0,us open
"Matteoli, Richard Zak",1,12,5,3,96,2,us open
"Matteoli, Richard Zak",1,13,3,4,162,-1,us open
"Matteoli, Richard Zak",1,14,5,5,250,0,us open
"Matteoli, Richard Zak",1,15,5,4,230,1,us open
"Matteoli, Richard Zak",1,16,4,4,144,0,us open
"Matteoli, Richard Zak",1,17,5,4,235,1,us open
"Matteoli, Richard Zak",1,18,3,3,95,0,us open
"Garcia, Jose",1,1,5,4,235,1,us open
"Garcia, Jose",1,2,4,4,215,0,us open
"Garcia, Jose",1,3,3,4,289,-1,us open
"Garcia, Jose",1,4,6,5,301,1,us open
"Garcia, Jose",1,5,3,3,100,0,us open
"Garcia, Jose",1,6,5,5,246,0,us open
"Garcia, Jose",1,7,5,4,200,1,us open
"Garcia, Jose",1,8,4,3,135,1,us open
"Garcia, Jose",1,9,3,4,267,-1,us open
"Garcia, Jose",1,10,5,4,225,1,us open
"Garcia, Jose",1,11,5,5,259,0,us open
"Garcia, Jose",1,12,5,3,96,2,us open
"Garcia, Jose",1,13,4,4,162,0,us open
"Garcia, Jose",1,14,4,5,250,-1,us open
"Garcia, Jose",1,15,4,4,230,0,us open
"Garcia, Jose",1,16,5,4,144,1,us open
"Garcia, Jose",1,17,5,4,235,1,us open
"Garcia, Jose",1,18,3,3,95,0,us open
"Arciniega, Bogar",1,1,5,4,235,1,us open
"Arciniega, Bogar",1,2,4,4,215,0,us open
"Arciniega, Bogar",1,3,2,4,289,-2,us open
"Arciniega, Bogar",1,4,5,5,301,0,us open
"Arciniega, Bogar",1,5,3,3,100,0,us open
"Arciniega, Bogar",1,6,5,5,246,0,us open
"Arciniega, Bogar",1,7,6,4,200,2,us open
"Arciniega, Bogar",1,8,4,3,135,1,us open
"Arciniega, Bogar",1,9,4,4,267,0,us open
"Arciniega, Bogar",1,10,5,4,225,1,us open
"Arciniega, Bogar",1,11,5,5,259,0,us open
"Arciniega, Bogar",1,12,3,3,96,0,us open
"Arciniega, Bogar",1,13,3,4,162,-1,us open
"Arciniega, Bogar",1,14,5,5,250,0,us open
"Arciniega, Bogar",1,15,5,4,230,1,us open
"Arciniega, Bogar",1,16,4,4,144,0,us open
"Arciniega, Bogar",1,17,4,4,235,0,us open
"Arciniega, Bogar",1,18,2,3,95,-1,us open
"Johnson, Jeremy",1,1,5,4,235,1,us open
"Johnson, Jeremy",1,2,5,4,215,1,us open
"Johnson, Jeremy",1,3,4,4,289,0,us open
"Johnson, Jeremy",1,4,6,5,301,1,us open
"Johnson, Jeremy",1,5,3,3,100,0,us open
"Johnson, Jeremy",1,6,5,5,246,0,us open
"Johnson, Jeremy",1,7,5,4,200,1,us open
"Johnson, Jeremy",1,8,4,3,135,1,us open
"Johnson, Jeremy",1,9,5,4,267,1,us open
"Johnson, Jeremy",1,10,4,4,225,0,us open
"Johnson, Jeremy",1,11,4,5,259,-1,us open
"Johnson, Jeremy",1,12,4,3,96,1,us open
"Johnson, Jeremy",1,13,3,4,162,-1,us open
"Johnson, Jeremy",1,14,5,5,250,0,us open
"Johnson, Jeremy",1,15,5,4,230,1,us open
"Johnson, Jeremy",1,16,4,4,144,0,us open
"Johnson, Jeremy",1,17,4,4,235,0,us open
"Johnson, Jeremy",1,18,2,3,95,-1,us open
"Guzman, Victor",1,1,4,4,235,0,us open
"Guzman, Victor",1,2,4,4,215,0,us open
"Guzman, Victor",1,3,4,4,289,0,us open
"Guzman, Victor",1,4,6,5,301,1,us open
"Guzman, Victor",1,5,3,3,100,0,us open
"Guzman, Victor",1,6,5,5,246,0,us open
"Guzman, Victor",1,7,4,4,200,0,us open
"Guzman, Victor",1,8,5,3,135,2,us open
"Guzman, Victor",1,9,5,4,267,1,us open
"Guzman, Victor",1,10,4,4,225,0,us open
"Guzman, Victor",1,11,5,5,259,0,us open
"Guzman, Victor",1,12,4,3,96,1,us open
"Guzman, Victor",1,13,4,4,162,0,us open
"Guzman, Victor",1,14,4,5,250,-1,us open
"Guzman, Victor",1,15,4,4,230,0,us open
"Guzman, Victor",1,16,5,4,144,1,us open
"Guzman, Victor",1,17,5,4,235,1,us open
"Guzman, Victor",1,18,3,3,95,0,us open
"Reyes Retana, Enrique",1,1,5,4,235,1,us open
"Reyes Retana, Enrique",1,2,4,4,215,0,us open
"Reyes Retana, Enrique",1,3,3,4,289,-1,us open
"Reyes Retana, Enrique",1,4,9,5,301,4,us open
"Reyes Retana, Enrique",1,5,3,3,100,0,us open
"Reyes Retana, Enrique",1,6,5,5,246,0,us open
"Reyes Retana, Enrique",1,7,6,4,200,2,us open
"Reyes Retana, Enrique",1,8,4,3,135,1,us open
"Reyes Retana, Enrique",1,9,6,4,267,2,us open
"Reyes Retana, Enrique",1,10,4,4,225,0,us open
"Reyes Retana, Enrique",1,11,5,5,259,0,us open
"Reyes Retana, Enrique",1,12,3,3,96,0,us open
"Reyes Retana, Enrique",1,13,4,4,162,0,us open
"Reyes Retana, Enrique",1,14,6,5,250,1,us open
"Reyes Retana, Enrique",1,15,4,4,230,0,us open
"Reyes Retana, Enrique",1,16,5,4,144,1,us open
"Reyes Retana, Enrique",1,17,4,4,235,0,us open
"Reyes Retana, Enrique",1,18,2,3,95,-1,us open
"Ruiz, Raul",1,1,4,4,235,0,us open
"Ruiz, Raul",1,2,6,4,215,2,us open
"Ruiz, Raul",1,3,2,4,289,-2,us open
"Ruiz, Raul",1,4,5,5,301,0,us open
"Ruiz, Raul",1,5,3,3,100,0,us open
"Ruiz, Raul",1,6,6,5,246,1,us open
"Ruiz, Raul",1,7,4,4,200,0,us open
"Ruiz, Raul",1,8,5,3,135,2,us open
"Ruiz, Raul",1,9,5,4,267,1,us open
"Ruiz, Raul",1,10,5,4,225,1,us open
"Ruiz, Raul",1,11,5,5,259,0,us open
"Ruiz, Raul",1,12,3,3,96,0,us open
"Ruiz, Raul",1,13,4,4,162,0,us open
"Ruiz, Raul",1,14,4,5,250,-1,us open
"Ruiz, Raul",1,15,3,4,230,-1,us open
"Ruiz, Raul",1,16,5,4,144,1,us open
"Ruiz, Raul",1,17,4,4,235,0,us open
"Ruiz, Raul",1,18,3,3,95,0,us open
"Fulling, Bryan",1,1,5,4,235,1,us open
"Fulling, Bryan",1,2,4,4,215,0,us open
"Fulling, Bryan",1,3,2,4,289,-2,us open
"Fulling, Bryan",1,4,6,5,301,1,us open
"Fulling, Bryan",1,5,3,3,100,0,us open
"Fulling, Bryan",1,6,7,5,246,2,us open
"Fulling, Bryan",1,7,5,4,200,1,us open
"Fulling, Bryan",1,8,5,3,135,2,us open
"Fulling, Bryan",1,9,5,4,267,1,us open
"Fulling, Bryan",1,10,5,4,225,1,us open
"Fulling, Bryan",1,11,4,5,259,-1,us open
"Fulling, Bryan",1,12,3,3,96,0,us open
"Fulling, Bryan",1,13,3,4,162,-1,us open
"Fulling, Bryan",1,14,4,5,250,-1,us open
"Fulling, Bryan",1,15,4,4,230,0,us open
"Fulling, Bryan",1,16,4,4,144,0,us open
"Fulling, Bryan",1,17,5,4,235,1,us open
"Fulling, Bryan",1,18,3,3,95,0,us open
"Mendive, Lucas",1,1,5,4,235,1,us open
"Mendive, Lucas",1,2,5,4,215,1,us open
"Mendive, Lucas",1,3,3,4,289,-1,us open
"Mendive, Lucas",1,4,7,5,301,2,us open
"Mendive, Lucas",1,5,3,3,100,0,us open
"Mendive, Lucas",1,6,6,5,246,1,us open
