player,round,hole,strokes,par,score,time
"d'espine, Julien",1,7,5,4,1,10:30:00 AM
"d'espine, Julien",1,8,3,3,0,10:45:00 AM
"d'espine, Julien",1,9,5,4,1,11:00:00 AM
"d'espine, Julien",1,10,4,4,0,11:15:00 AM
"d'espine, Julien",1,11,4,5,-1,11:30:00 AM
"d'espine, Julien",1,12,3,3,0,11:45:00 AM
"d'espine, Julien",1,13,4,4,0,12:00:00 PM
"d'espine, Julien",1,14,4,5,-1,12:15:00 PM
"d'espine, Julien",1,15,5,4,1,12:30:00 PM
"d'espine, Julien",1,16,5,4,1,12:45:00 PM
"d'espine, Julien",1,17,3,4,-1,1:00:00 PM
"d'espine, Julien",1,18,3,3,0,1:15:00 PM
"Bilancieri, Andres",1,1,10,4,6,1:15:00 PM
"Bilancieri, Andres",1,2,4,4,0,9:00:00 AM
"Bilancieri, Andres",1,3,2,4,-2,9:15:00 AM
"Bilancieri, Andres",1,4,6,5,1,9:30:00 AM
"Bilancieri, Andres",1,5,3,3,0,9:45:00 AM
"Bilancieri, Andres",1,6,6,5,1,10:00:00 AM
"Bilancieri, Andres",1,7,4,4,0,10:15:00 AM
"Bilancieri, Andres",1,8,4,3,1,10:30:00 AM
"Bilancieri, Andres",1,9,4,4,0,10:45:00 AM
"Bilancieri, Andres",1,10,4,4,0,11:00:00 AM
"Bilancieri, Andres",1,11,6,5,1,11:15:00 AM
"Bilancieri, Andres",1,12,3,3,0,11:30:00 AM
"Bilancieri, Andres",1,13,4,4,0,11:45:00 AM
"Bilancieri, Andres",1,14,5,5,0,12:00:00 PM
"Bilancieri, Andres",1,15,4,4,0,12:15:00 PM
"Bilancieri, Andres",1,16,3,4,-1,12:30:00 PM
"Bilancieri, Andres",1,17,4,4,0,12:45:00 PM
"Bilancieri, Andres",1,18,3,3,0,1:00:00 PM
"Bhasin, Gurmukh",1,1,5,4,1,10:10:00 AM
"Bhasin, Gurmukh",1,2,4,4,0,10:25:00 AM
"Bhasin, Gurmukh",1,3,2,4,-2,10:40:00 AM
"Bhasin, Gurmukh",1,4,7,5,2,10:55:00 AM
"Bhasin, Gurmukh",1,5,2,3,-1,11:10:00 AM
"Bhasin, Gurmukh",1,6,6,5,1,11:25:00 AM
"Bhasin, Gurmukh",1,7,7,4,3,11:40:00 AM
"Bhasin, Gurmukh",1,8,4,3,1,11:55:00 AM
"Bhasin, Gurmukh",1,9,4,4,0,12:10:00 PM
"Bhasin, Gurmukh",1,10,6,4,2,12:25:00 PM
"Bhasin, Gurmukh",1,11,4,5,-1,12:40:00 PM
"Bhasin, Gurmukh",1,12,3,3,0,12:55:00 PM
"Bhasin, Gurmukh",1,13,4,4,0,1:10:00 PM
"Bhasin, Gurmukh",1,14,5,5,0,1:25:00 PM
"Bhasin, Gurmukh",1,15,4,4,0,9:10:00 AM
"Bhasin, Gurmukh",1,16,4,4,0,9:25:00 AM
"Bhasin, Gurmukh",1,17,4,4,0,9:40:00 AM
"Bhasin, Gurmukh",1,18,3,3,0,9:55:00 AM
"Jimmy, Hue",1,1,7,4,3,9:30:00 AM
"Jimmy, Hue",1,2,5,4,1,9:45:00 AM
"Jimmy, Hue",1,3,3,4,-1,10:00:00 AM
"Jimmy, Hue",1,4,6,5,1,10:15:00 AM
"Jimmy, Hue",1,5,3,3,0,10:30:00 AM
"Jimmy, Hue",1,6,4,5,-1,10:45:00 AM
"Jimmy, Hue",1,7,5,4,1,11:00:00 AM
"Jimmy, Hue",1,8,3,3,0,11:15:00 AM
"Jimmy, Hue",1,9,5,4,1,11:30:00 AM
"Jimmy, Hue",1,10,5,4,1,11:45:00 AM
"Jimmy, Hue",1,11,3,5,-2,12:00:00 PM
"Jimmy, Hue",1,12,3,3,0,12:15:00 PM
"Jimmy, Hue",1,13,6,4,2,12:30:00 PM
"Jimmy, Hue",1,14,6,5,1,12:45:00 PM
"Jimmy, Hue",1,15,4,4,0,1:00:00 PM
"Jimmy, Hue",1,16,5,4,1,1:15:00 PM
"Jimmy, Hue",1,17,5,4,1,9:00:00 AM
"Jimmy, Hue",1,18,4,3,1,9:15:00 AM
"Gaytan, Pablo",1,1,4,4,0,11:10:00 AM
"Gaytan, Pablo",1,2,4,4,0,11:25:00 AM
"Gaytan, Pablo",1,3,2,4,-2,11:40:00 AM
"Gaytan, Pablo",1,4,8,5,3,11:55:00 AM
"Gaytan, Pablo",1,5,4,3,1,12:10:00 PM
"Gaytan, Pablo",1,6,4,5,-1,12:25:00 PM
"Gaytan, Pablo",1,7,5,4,1,12:40:00 PM
"Gaytan, Pablo",1,8,4,3,1,12:55:00 PM
"Gaytan, Pablo",1,9,5,4,1,1:10:00 PM
"Gaytan, Pablo",1,10,4,4,0,1:25:00 PM
"Gaytan, Pablo",1,11,5,5,0,9:10:00 AM
"Gaytan, Pablo",1,12,3,3,0,9:25:00 AM
"Gaytan, Pablo",1,13,3,4,-1,9:40:00 AM
"Gaytan, Pablo",1,14,5,5,0,9:55:00 AM
"Gaytan, Pablo",1,15,4,4,0,10:10:00 AM
"Gaytan, Pablo",1,16,4,4,0,10:25:00 AM
"Gaytan, Pablo",1,17,5,4,1,10:40:00 AM
"Gaytan, Pablo",1,18,3,3,0,10:55:00 AM
"DeTranquilli, Nikko",1,1,4,4,0,11:45:00 AM
"DeTranquilli, Nikko",1,2,5,4,1,12:00:00 PM
"DeTranquilli, Nikko",1,3,3,4,-1,12:15:00 PM
"DeTranquilli, Nikko",1,4,5,5,0,12:30:00 PM
"DeTranquilli, Nikko",1,5,4,3,1,12:45:00 PM
"DeTranquilli, Nikko",1,6,5,5,0,1:00:00 PM
"DeTranquilli, Nikko",1,7,6,4,2,1:15:00 PM
"DeTranquilli, Nikko",1,8,4,3,1,9:00:00 AM
"DeTranquilli, Nikko",1,9,7,4,3,9:15:00 AM
"DeTranquilli, Nikko",1,10,4,4,0,9:30:00 AM
"DeTranquilli, Nikko",1,11,5,5,0,9:45:00 AM
"DeTranquilli, Nikko",1,12,3,3,0,10:00:00 AM
"DeTranquilli, Nikko",1,13,3,4,-1,10:15:00 AM
"DeTranquilli, Nikko",1,14,4,5,-1,10:30:00 AM
"DeTranquilli, Nikko",1,15,5,4,1,10:45:00 AM
"DeTranquilli, Nikko",1,16,3,4,-1,11:00:00 AM
"DeTranquilli, Nikko",1,17,4,4,0,11:15:00 AM
"DeTranquilli, Nikko",1,18,2,3,-1,11:30:00 AM
"Reidt, Chris",1,1,6,4,2,10:30:00 AM
"Reidt, Chris",1,2,4,4,0,10:45:00 AM
"Reidt, Chris",1,3,3,4,-1,11:00:00 AM
"Reidt, Chris",1,4,7,5,2,11:15:00 AM
"Reidt, Chris",1,5,3,3,0,11:30:00 AM
"Reidt, Chris",1,6,5,5,0,11:45:00 AM
"Reidt, Chris",1,7,4,4,0,12:00:00 PM
"Reidt, Chris",1,8,4,3,1,12:15:00 PM
"Reidt, Chris",1,9,5,4,1,12:30:00 PM
"Reidt, Chris",1,10,4,4,0,12:45:00 PM
"Reidt, Chris",1,11,5,5,0,1:00:00 PM
"Reidt, Chris",1,12,3,3,0,1:15:00 PM
"Reidt, Chris",1,13,3,4,-1,9:00:00 AM
"Reidt, Chris",1,14,5,5,0,9:15:00 AM
"Reidt, Chris",1,15,6,4,2,9:30:00 AM
"Reidt, Chris",1,16,5,4,1,9:45:00 AM
"Reidt, Chris",1,17,4,4,0,10:00:00 AM
"Reidt, Chris",1,18,2,3,-1,10:15:00 AM
"Perez, Juan Ramon",1,1,5,4,1,12:45:00 PM
"Perez, Juan Ramon",1,2,4,4,0,1:00:00 PM
"Perez, Juan Ramon",1,3,6,4,2,1:15:00 PM
"Perez, Juan Ramon",1,4,6,5,1,9:00:00 AM
"Perez, Juan Ramon",1,5,3,3,0,9:15:00 AM
"Perez, Juan Ramon",1,6,5,5,0,9:30:00 AM
"Perez, Juan Ramon",1,7,4,4,0,9:45:00 AM
"Perez, Juan Ramon",1,8,3,3,0,10:00:00 AM
"Perez, Juan Ramon",1,9,7,4,3,10:15:00 AM
"Perez, Juan Ramon",1,10,5,4,1,10:30:00 AM
"Perez, Juan Ramon",1,11,5,5,0,10:45:00 AM
"Perez, Juan Ramon",1,12,4,3,1,11:00:00 AM
"Perez, Juan Ramon",1,13,4,4,0,11:15:00 AM
"Perez, Juan Ramon",1,14,5,5,0,11:30:00 AM
"Perez, Juan Ramon",1,15,4,4,0,11:45:00 AM
"Perez, Juan Ramon",1,16,4,4,0,12:00:00 PM
"Perez, Juan Ramon",1,17,4,4,0,12:15:00 PM
"Perez, Juan Ramon",1,18,3,3,0,12:30:00 PM
"Tamayo, Jose",1,1,4,4,0,9:00:00 AM
"Tamayo, Jose",1,2,4,4,0,9:15:00 AM
"Tamayo, Jose",1,3,2,4,-2,9:30:00 AM
"Tamayo, Jose",1,4,7,5,2,9:45:00 AM
"Tamayo, Jose",1,5,3,3,0,10:00:00 AM
"Tamayo, Jose",1,6,5,5,0,10:15:00 AM
"Tamayo, Jose",1,7,5,4,1,10:30:00 AM
"Tamayo, Jose",1,8,3,3,0,10:45:00 AM
"Tamayo, Jose",1,9,5,4,1,11:00:00 AM
"Tamayo, Jose",1,10,4,4,0,11:15:00 AM
"Tamayo, Jose",1,11,5,5,0,11:30:00 AM
"Tamayo, Jose",1,12,3,3,0,11:45:00 AM
"Tamayo, Jose",1,13,4,4,0,12:00:00 PM
"Tamayo, Jose",1,14,5,5,0,12:15:00 PM
"Tamayo, Jose",1,15,5,4,1,12:30:00 PM
"Tamayo, Jose",1,16,3,4,-1,12:45:00 PM
"Tamayo, Jose",1,17,4,4,0,1:00:00 PM
"Tamayo, Jose",1,18,3,3,0,1:15:00 PM
"Madero Chavez, Rene Alonso",1,1,5,4,1,12:15:00 PM
"Madero Chavez, Rene Alonso",1,2,4,4,0,12:30:00 PM
"Madero Chavez, Rene Alonso",1,3,4,4,0,12:45:00 PM
"Madero Chavez, Rene Alonso",1,4,6,5,1,1:00:00 PM
"Madero Chavez, Rene Alonso",1,5,2,3,-1,1:15:00 PM
"Madero Chavez, Rene Alonso",1,6,5,5,0,9:00:00 AM
"Madero Chavez, Rene Alonso",1,7,4,4,0,9:15:00 AM
"Madero Chavez, Rene Alonso",1,8,4,3,1,9:30:00 AM
"Madero Chavez, Rene Alonso",1,9,4,4,0,9:45:00 AM
"Madero Chavez, Rene Alonso",1,10,5,4,1,10:00:00 AM
"Madero Chavez, Rene Alonso",1,11,5,5,0,10:15:00 AM
"Madero Chavez, Rene Alonso",1,12,3,3,0,10:30:00 AM
"Madero Chavez, Rene Alonso",1,13,4,4,0,10:45:00 AM
"Madero Chavez, Rene Alonso",1,14,4,5,-1,11:00:00 AM
"Madero Chavez, Rene Alonso",1,15,5,4,1,11:15:00 AM
"Madero Chavez, Rene Alonso",1,16,3,4,-1,11:30:00 AM
"Madero Chavez, Rene Alonso",1,17,3,4,-1,11:45:00 AM
"Madero Chavez, Rene Alonso",1,18,3,3,0,12:00:00 PM
"Pelliccioni, Sebastian",1,1,5,4,1,9:30:00 AM
"Pelliccioni, Sebastian",1,2,4,4,0,9:45:00 AM
"Pelliccioni, Sebastian",1,3,3,4,-1,10:00:00 AM
"Pelliccioni, Sebastian",1,4,4,5,-1,10:15:00 AM
"Pelliccioni, Sebastian",1,5,2,3,-1,10:30:00 AM
"Pelliccioni, Sebastian",1,6,5,5,0,10:45:00 AM
"Pelliccioni, Sebastian",1,7,5,4,1,11:00:00 AM
"Pelliccioni, Sebastian",1,8,4,3,1,11:15:00 AM
"Pelliccioni, Sebastian",1,9,6,4,2,11:30:00 AM
"Pelliccioni, Sebastian",1,10,5,4,1,11:45:00 AM
"Pelliccioni, Sebastian",1,11,5,5,0,12:00:00 PM
"Pelliccioni, Sebastian",1,12,3,3,0,12:15:00 PM
"Pelliccioni, Sebastian",1,13,4,4,0,12:30:00 PM
"Pelliccioni, Sebastian",1,14,4,5,-1,12:45:00 PM
"Pelliccioni, Sebastian",1,15,6,4,2,1:00:00 PM
"Pelliccioni, Sebastian",1,16,5,4,1,1:15:00 PM
"Pelliccioni, Sebastian",1,17,4,4,0,9:00:00 AM
"Pelliccioni, Sebastian",1,18,3,3,0,9:15:00 AM
"Wojtyla, Bart",1,1,4,4,0,10:15:00 AM
"Wojtyla, Bart",1,2,4,4,0,10:30:00 AM
"Wojtyla, Bart",1,3,2,4,-2,10:45:00 AM
"Wojtyla, Bart",1,4,6,5,1,11:00:00 AM
"Wojtyla, Bart",1,5,4,3,1,11:15:00 AM
"Wojtyla, Bart",1,6,6,5,1,11:30:00 AM
"Wojtyla, Bart",1,7,5,4,1,11:45:00 AM
"Wojtyla, Bart",1,8,4,3,1,12:00:00 PM
"Wojtyla, Bart",1,9,5,4,1,12:15:00 PM
"Wojtyla, Bart",1,10,5,4,1,12:30:00 PM
"Wojtyla, Bart",1,11,4,5,-1,12:45:00 PM
"Wojtyla, Bart",1,12,3,3,0,1:00:00 PM
"Wojtyla, Bart",1,13,4,4,0,1:15:00 PM
"Wojtyla, Bart",1,14,5,5,0,9:00:00 AM
"Wojtyla, Bart",1,15,5,4,1,9:15:00 AM
"Wojtyla, Bart",1,16,3,4,-1,9:30:00 AM
"Wojtyla, Bart",1,17,5,4,1,9:45:00 AM
"Wojtyla, Bart",1,18,3,3,0,10:00:00 AM
"Barragan, Luis",1,1,8,4,4,10:45:00 AM
"Barragan, Luis",1,2,4,4,0,11:00:00 AM
"Barragan, Luis",1,3,3,4,-1,11:15:00 AM
"Barragan, Luis",1,4,8,5,3,11:30:00 AM
"Barragan, Luis",1,5,3,3,0,11:45:00 AM
"Barragan, Luis",1,6,6,5,1,12:00:00 PM
"Barragan, Luis",1,7,4,4,0,12:15:00 PM
"Barragan, Luis",1,8,3,3,0,12:30:00 PM
"Barragan, Luis",1,9,6,4,2,12:45:00 PM
"Barragan, Luis",1,10,6,4,2,1:00:00 PM
"Barragan, Luis",1,11,5,5,0,1:15:00 PM
"Barragan, Luis",1,12,3,3,0,9:00:00 AM
"Barragan, Luis",1,13,3,4,-1,9:15:00 AM
"Barragan, Luis",1,14,5,5,0,9:30:00 AM
"Barragan, Luis",1,15,4,4,0,9:45:00 AM
"Barragan, Luis",1,16,4,4,0,10:00:00 AM
"Barragan, Luis",1,17,4,4,0,10:15:00 AM
"Barragan, Luis",1,18,4,3,1,10:30:00 AM
"Villalobos, Enrique",1,1,6,4,2,10:15:00 AM
"Villalobos, Enrique",1,2,4,4,0,10:30:00 AM
"Villalobos, Enrique",1,3,2,4,-2,10:45:00 AM
"Villalobos, Enrique",1,4,5,5,0,11:00:00 AM
"Villalobos, Enrique",1,5,3,3,0,11:15:00 AM
"Villalobos, Enrique",1,6,6,5,1,11:30:00 AM
"Villalobos, Enrique",1,7,6,4,2,11:45:00 AM
"Villalobos, Enrique",1,8,4,3,1,12:00:00 PM
"Villalobos, Enrique",1,9,8,4,4,12:15:00 PM
"Villalobos, Enrique",1,10,4,4,0,12:30:00 PM
"Villalobos, Enrique",1,11,5,5,0,12:45:00 PM
"Villalobos, Enrique",1,12,4,3,1,1:00:00 PM
"Villalobos, Enrique",1,13,6,4,2,1:15:00 PM
"Villalobos, Enrique",1,14,5,5,0,9:00:00 AM
"Villalobos, Enrique",1,15,4,4,0,9:15:00 AM
"Villalobos, Enrique",1,16,5,4,1,9:30:00 AM
"Villalobos, Enrique",1,17,4,4,0,9:45:00 AM
"Villalobos, Enrique",1,18,3,3,0,10:00:00 AM
"Matteoli, Richard Zak",1,1,5,4,1,1:00:00 PM
"Matteoli, Richard Zak",1,2,7,4,3,1:15:00 PM
"Matteoli, Richard Zak",1,3,2,4,-2,9:00:00 AM
"Matteoli, Richard Zak",1,4,5,5,0,9:15:00 AM
"Matteoli, Richard Zak",1,5,2,3,-1,9:30:00 AM
"Matteoli, Richard Zak",1,6,6,5,1,9:45:00 AM
"Matteoli, Richard Zak",1,7,6,4,2,10:00:00 AM
"Matteoli, Richard Zak",1,8,4,3,1,10:15:00 AM
"Matteoli, Richard Zak",1,9,5,4,1,10:30:00 AM
"Matteoli, Richard Zak",1,10,5,4,1,10:45:00 AM
"Matteoli, Richard Zak",1,11,5,5,0,11:00:00 AM
"Matteoli, Richard Zak",1,12,5,3,2,11:15:00 AM
"Matteoli, Richard Zak",1,13,3,4,-1,11:30:00 AM
"Matteoli, Richard Zak",1,14,5,5,0,11:45:00 AM
"Matteoli, Richard Zak",1,15,5,4,1,12:00:00 PM
"Matteoli, Richard Zak",1,16,4,4,0,12:15:00 PM
"Matteoli, Richard Zak",1,17,5,4,1,12:30:00 PM
"Matteoli, Richard Zak",1,18,3,3,0,12:45:00 PM
"Garcia, Jose",1,1,5,4,1,11:00:00 AM
"Garcia, Jose",1,2,4,4,0,11:15:00 AM
"Garcia, Jose",1,3,3,4,-1,11:30:00 AM
"Garcia, Jose",1,4,6,5,1,11:45:00 AM
"Garcia, Jose",1,5,3,3,0,12:00:00 PM
"Garcia, Jose",1,6,5,5,0,12:15:00 PM
"Garcia, Jose",1,7,5,4,1,12:30:00 PM
"Garcia, Jose",1,8,4,3,1,12:45:00 PM
"Garcia, Jose",1,9,3,4,-1,1:00:00 PM
"Garcia, Jose",1,10,5,4,1,1:15:00 PM
"Garcia, Jose",1,11,5,5,0,9:00:00 AM
"Garcia, Jose",1,12,5,3,2,9:15:00 AM
"Garcia, Jose",1,13,4,4,0,9:30:00 AM
"Garcia, Jose",1,14,4,5,-1,9:45:00 AM
"Garcia, Jose",1,15,4,4,0,10:00:00 AM
"Garcia, Jose",1,16,5,4,1,10:15:00 AM
"Garcia, Jose",1,17,5,4,1,10:30:00 AM
"Garcia, Jose",1,18,3,3,0,10:45:00 AM
"Arciniega, Bogar",1,1,5,4,1,11:30:00 AM
"Arciniega, Bogar",1,2,4,4,0,11:45:00 AM
"Arciniega, Bogar",1,3,2,4,-2,12:00:00 PM
"Arciniega, Bogar",1,4,5,5,0,12:15:00 PM
"Arciniega, Bogar",1,5,3,3,0,12:30:00 PM
"Arciniega, Bogar",1,6,5,5,0,12:45:00 PM
"Arciniega, Bogar",1,7,6,4,2,1:00:00 PM
"Arciniega, Bogar",1,8,4,3,1,1:15:00 PM
"Arciniega, Bogar",1,9,4,4,0,9:00:00 AM
"Arciniega, Bogar",1,10,5,4,1,9:15:00 AM
"Arciniega, Bogar",1,11,5,5,0,9:30:00 AM
"Arciniega, Bogar",1,12,3,3,0,9:45:00 AM
"Arciniega, Bogar",1,13,3,4,-1,10:00:00 AM
"Arciniega, Bogar",1,14,5,5,0,10:15:00 AM
"Arciniega, Bogar",1,15,5,4,1,10:30:00 AM
"Arciniega, Bogar",1,16,4,4,0,10:45:00 AM
"Arciniega, Bogar",1,17,4,4,0,11:00:00 AM
"Arciniega, Bogar",1,18,2,3,-1,11:15:00 AM
"Johnson, Jeremy",1,1,5,4,1,10:15:00 AM
"Johnson, Jeremy",1,2,5,4,1,10:30:00 AM
"Johnson, Jeremy",1,3,4,4,0,10:45:00 AM
"Johnson, Jeremy",1,4,6,5,1,11:00:00 AM
"Johnson, Jeremy",1,5,3,3,0,11:15:00 AM
"Johnson, Jeremy",1,6,5,5,0,11:30:00 AM
"Johnson, Jeremy",1,7,5,4,1,11:45:00 AM
"Johnson, Jeremy",1,8,4,3,1,12:00:00 PM
"Johnson, Jeremy",1,9,5,4,1,12:15:00 PM
"Johnson, Jeremy",1,10,4,4,0,12:30:00 PM
"Johnson, Jeremy",1,11,4,5,-1,12:45:00 PM
"Johnson, Jeremy",1,12,4,3,1,1:00:00 PM
"Johnson, Jeremy",1,13,3,4,-1,1:15:00 PM
"Johnson, Jeremy",1,14,5,5,0,9:00:00 AM
"Johnson, Jeremy",1,15,5,4,1,9:15:00 AM
"Johnson, Jeremy",1,16,4,4,0,9:30:00 AM
"Johnson, Jeremy",1,17,4,4,0,9:45:00 AM
"Johnson, Jeremy",1,18,2,3,-1,10:00:00 AM
"Guzman, Victor",1,1,4,4,0,12:30:00 PM
"Guzman, Victor",1,2,4,4,0,12:45:00 PM
"Guzman, Victor",1,3,4,4,0,1:00:00 PM
"Guzman, Victor",1,4,6,5,1,1:15:00 PM
"Guzman, Victor",1,5,3,3,0,9:00:00 AM
"Guzman, Victor",1,6,5,5,0,9:15:00 AM
"Guzman, Victor",1,7,4,4,0,9:30:00 AM
"Guzman, Victor",1,8,5,3,2,9:45:00 AM
"Guzman, Victor",1,9,5,4,1,10:00:00 AM
"Guzman, Victor",1,10,4,4,0,10:15:00 AM
"Guzman, Victor",1,11,5,5,0,10:30:00 AM
"Guzman, Victor",1,12,4,3,1,10:45:00 AM
"Guzman, Victor",1,13,4,4,0,11:00:00 AM
"Guzman, Victor",1,14,4,5,-1,11:15:00 AM
"Guzman, Victor",1,15,4,4,0,11:30:00 AM
"Guzman, Victor",1,16,5,4,1,11:45:00 AM
"Guzman, Victor",1,17,5,4,1,12:00:00 PM
"Guzman, Victor",1,18,3,3,0,12:15:00 PM
"Reyes Retana, Enrique",1,1,5,4,1,10:15:00 AM
"Reyes Retana, Enrique",1,2,4,4,0,10:30:00 AM
"Reyes Retana, Enrique",1,3,3,4,-1,10:45:00 AM
"Reyes Retana, Enrique",1,4,9,5,4,11:00:00 AM
"Reyes Retana, Enrique",1,5,3,3,0,11:15:00 AM
"Reyes Retana, Enrique",1,6,5,5,0,11:30:00 AM
"Reyes Retana, Enrique",1,7,6,4,2,11:45:00 AM
"Reyes Retana, Enrique",1,8,4,3,1,12:00:00 PM
"Reyes Retana, Enrique",1,9,6,4,2,12:15:00 PM
"Reyes Retana, Enrique",1,10,4,4,0,12:30:00 PM
"Reyes Retana, Enrique",1,11,5,5,0,12:45:00 PM
"Reyes Retana, Enrique",1,12,3,3,0,1:00:00 PM
"Reyes Retana, Enrique",1,13,4,4,0,1:15:00 PM
"Reyes Retana, Enrique",1,14,6,5,1,9:00:00 AM
"Reyes Retana, Enrique",1,15,4,4,0,9:15:00 AM
"Reyes Retana, Enrique",1,16,5,4,1,9:30:00 AM
"Reyes Retana, Enrique",1,17,4,4,0,9:45:00 AM
"Reyes Retana, Enrique",1,18,2,3,-1,10:00:00 AM
"Ruiz, Raul",1,1,4,4,0,1:15:00 PM
"Ruiz, Raul",1,2,6,4,2,9:00:00 AM
"Ruiz, Raul",1,3,2,4,-2,9:15:00 AM
"Ruiz, Raul",1,4,5,5,0,9:30:00 AM
"Ruiz, Raul",1,5,3,3,0,9:45:00 AM
"Ruiz, Raul",1,6,6,5,1,10:00:00 AM
"Ruiz, Raul",1,7,4,4,0,10:15:00 AM
"Ruiz, Raul",1,8,5,3,2,10:30:00 AM
"Ruiz, Raul",1,9,5,4,1,10:45:00 AM
"Ruiz, Raul",1,10,5,4,1,11:00:00 AM
"Ruiz, Raul",1,11,5,5,0,11:15:00 AM
"Ruiz, Raul",1,12,3,3,0,11:30:00 AM
"Ruiz, Raul",1,13,4,4,0,11:45:00 AM
"Ruiz, Raul",1,14,4,5,-1,12:00:00 PM
"Ruiz, Raul",1,15,3,4,-1,12:15:00 PM
"Ruiz, Raul",1,16,5,4,1,12:30:00 PM
"Ruiz, Raul",1,17,4,4,0,12:45:00 PM
"Ruiz, Raul",1,18,3,3,0,1:00:00 PM
"Fulling, Bryan",1,1,5,4,1,11:25:00 AM
"Fulling, Bryan",1,2,4,4,0,11:40:00 AM
"Fulling, Bryan",1,3,2,4,-2,11:55:00 AM
"Fulling, Bryan",1,4,6,5,1,12:10:00 PM
"Fulling, Bryan",1,5,3,3,0,12:25:00 PM
"Fulling, Bryan",1,6,7,5,2,12:40:00 PM
"Fulling, Bryan",1,7,5,4,1,12:55:00 PM
"Fulling, Bryan",1,8,5,3,2,1:10:00 PM
"Fulling, Bryan",1,9,5,4,1,1:25:00 PM
"Fulling, Bryan",1,10,5,4,1,9:10:00 AM
"Fulling, Bryan",1,11,4,5,-1,9:25:00 AM
"Fulling, Bryan",1,12,3,3,0,9:40:00 AM
"Fulling, Bryan",1,13,3,4,-1,9:55:00 AM
"Fulling, Bryan",1,14,4,5,-1,10:10:00 AM
"Fulling, Bryan",1,15,4,4,0,10:25:00 AM
"Fulling, Bryan",1,16,4,4,0,10:40:00 AM
"Fulling, Bryan",1,17,5,4,1,10:55:00 AM
"Fulling, Bryan",1,18,3,3,0,11:10:00 AM
"Mendive, Lucas",1,1,5,4,1,11:25:00 AM
"Mendive, Lucas",1,2,5,4,1,11:40:00 AM
"Mendive, Lucas",1,3,3,4,-1,11:55:00 AM
"Mendive, Lucas",1,4,7,5,2,12:10:00 PM
"Mendive, Lucas",1,5,3,3,0,12:25:00 PM
"Mendive, Lucas",1,6,6,5,1,12:40:00 PM
"Mendive, Lucas",1,7,4,4,0,12:55:00 PM
"Mendive, Lucas",1,8,4,3,1,1:10:00 PM
"Mendive, Lucas",1,9,5,4,1,1:25:00 PM
"Mendive, Lucas",1,10,4,4,0,9:10:00 AM
"Mendive, Lucas",1,11,6,5,1,9:25:00 AM
"Mendive, Lucas",1,12,3,3,0,9:40:00 AM
"Mendive, Lucas",1,13,3,4,-1,9:55:00 AM
"Mendive, Lucas",1,14,4,5,-1,10:10:00 AM
"Mendive, Lucas",1,15,5,4,1,10:25:00 AM
"Mendive, Lucas",1,16,4,4,0,10:40:00 AM
"Mendive, Lucas",1,17,5,4,1,10:55:00 AM
"Mendive, Lucas",1,18,3,3,0,11:10:00 AM
"O Donnell, Ian",1,1,7,4,3,10:55:00 AM
"O Donnell, Ian",1,2,6,4,2,11:10:00 AM
"O Donnell, Ian",1,3,3,4,-1,11:25:00 AM
"O Donnell, Ian",1,4,6,5,1,11:40:00 AM
"O Donnell, Ian",1,5,3,3,0,11:55:00 AM
"O Donnell, Ian",1,6,7,5,2,12:10:00 PM
"O Donnell, Ian",1,7,5,4,1,12:25:00 PM
"O Donnell, Ian",1,8,4,3,1,12:40:00 PM
"O Donnell, Ian",1,9,5,4,1,12:55:00 PM
"O Donnell, Ian",1,10,5,4,1,1:10:00 PM
"O Donnell, Ian",1,11,4,5,-1,1:25:00 PM
"O Donnell, Ian",1,12,6,3,3,9:10:00 AM
"O Donnell, Ian",1,13,3,4,-1,9:25:00 AM
"O Donnell, Ian",1,14,4,5,-1,9:40:00 AM
"O Donnell, Ian",1,15,5,4,1,9:55:00 AM
"O Donnell, Ian",1,16,4,4,0,10:10:00 AM
"O Donnell, Ian",1,17,4,4,0,10:25:00 AM
"O Donnell, Ian",1,18,3,3,0,10:40:00 AM
"Martinez Santos, Tomas Alejandro",1,1,5,4,1,10:55:00 AM
"Martinez Santos, Tomas Alejandro",1,2,6,4,2,11:10:00 AM
"Martinez Santos, Tomas Alejandro",1,3,3,4,-1,11:25:00 AM
"Martinez Santos, Tomas Alejandro",1,4,6,5,1,11:40:00 AM
"Martinez Santos, Tomas Alejandro",1,5,2,3,-1,11:55:00 AM
